ID,Text Sample,Contains Racial Undertone,Bias Type,Classification Type,Source
465,Where are you really from,No,Microaggression,Biased,Synthetic
466,You don't look like an engineer,No,Microaggression,Biased,Synthetic
467,Where are you really from,No,Microaggression,Biased,Synthetic
468,Where are you really from,No,Microaggression,Biased,Synthetic
469,You speak good English,No,Microaggression,Biased,Synthetic
470,Where are you really from,No,Microaggression,Biased,Synthetic
471,You speak good English,No,Microaggression,Biased,Synthetic
472,Where are you really from,No,Microaggression,Biased,Synthetic
473,You don't look like an engineer,No,Microaggression,Biased,Synthetic
474,Where are you really from,No,Microaggression,Biased,Synthetic
475,Where are you really from,No,Microaggression,Biased,Synthetic
476,Where are you really from,No,Microaggression,Biased,Synthetic
477,Where are you really from,No,Microaggression,Biased,Synthetic
478,You don't look like an engineer,No,Microaggression,Biased,Synthetic
479,You don't look like an engineer,No,Microaggression,Biased,Synthetic
480,Where are you really from,No,Microaggression,Biased,Synthetic
481,You don't look like an engineer,No,Microaggression,Biased,Synthetic
482,You don't look like an engineer,No,Microaggression,Biased,Synthetic
483,You don't look like an engineer,No,Microaggression,Biased,Synthetic
484,You don't look like an engineer,No,Microaggression,Biased,Synthetic
485,Where are you really from,No,Microaggression,Biased,Synthetic
486,You speak good English,No,Microaggression,Biased,Synthetic
487,You don't look like an engineer,No,Microaggression,Biased,Synthetic
488,Where are you really from,No,Microaggression,Biased,Synthetic
489,Where are you really from,No,Microaggression,Biased,Synthetic
490,You don't look like an engineer,No,Microaggression,Biased,Synthetic
491,You don't look like an engineer,No,Microaggression,Biased,Synthetic
492,You don't look like an engineer,No,Microaggression,Biased,Synthetic
493,You speak good English,No,Microaggression,Biased,Synthetic
494,You don't look like an engineer,No,Microaggression,Biased,Synthetic
495,You speak good English,No,Microaggression,Biased,Synthetic
496,You don't look like an engineer,No,Microaggression,Biased,Synthetic
497,You don't look like an engineer,No,Microaggression,Biased,Synthetic
498,You don't look like an engineer,No,Microaggression,Biased,Synthetic
499,You don't look like an engineer,No,Microaggression,Biased,Synthetic
500,Where are you really from,No,Microaggression,Biased,Synthetic
501,You speak good English,No,Microaggression,Biased,Synthetic
502,You speak good English,No,Microaggression,Biased,Synthetic
503,You speak good English,No,Microaggression,Biased,Synthetic
504,You speak good English,No,Microaggression,Biased,Synthetic
505,You speak good English,No,Microaggression,Biased,Synthetic
506,You speak good English,No,Microaggression,Biased,Synthetic
507,You speak good English,No,Microaggression,Biased,Synthetic
508,Where are you really from,No,Microaggression,Biased,Synthetic
509,Where are you really from,No,Microaggression,Biased,Synthetic
510,You don't look like an engineer,No,Microaggression,Biased,Synthetic
511,Where are you really from,No,Microaggression,Biased,Synthetic
512,Where are you really from,No,Microaggression,Biased,Synthetic
513,Where are you really from,No,Microaggression,Biased,Synthetic
514,You don't look like an engineer,No,Microaggression,Biased,Synthetic
515,You don't look like an engineer,No,Microaggression,Biased,Synthetic
516,You speak good English,No,Microaggression,Biased,Synthetic
517,You don't look like an engineer,No,Microaggression,Biased,Synthetic
518,You speak good English,No,Microaggression,Biased,Synthetic
519,You don't look like an engineer,No,Microaggression,Biased,Synthetic
520,You don't look like an engineer,No,Microaggression,Biased,Synthetic
521,You speak good English,No,Microaggression,Biased,Synthetic
522,Where are you really from,No,Microaggression,Biased,Synthetic
523,Where are you really from,No,Microaggression,Biased,Synthetic
524,You speak good English,No,Microaggression,Biased,Synthetic
525,Where are you really from,No,Microaggression,Biased,Synthetic
526,You speak good English,No,Microaggression,Biased,Synthetic
527,You don't look like an engineer,No,Microaggression,Biased,Synthetic
528,You speak good English,No,Microaggression,Biased,Synthetic
529,You don't look like an engineer,No,Microaggression,Biased,Synthetic
530,You don't look like an engineer,No,Microaggression,Biased,Synthetic
531,Where are you really from,No,Microaggression,Biased,Synthetic
532,Where are you really from,No,Microaggression,Biased,Synthetic
533,You don't look like an engineer,No,Microaggression,Biased,Synthetic
534,Where are you really from,No,Microaggression,Biased,Synthetic
535,Where are you really from,No,Microaggression,Biased,Synthetic
536,You don't look like an engineer,No,Microaggression,Biased,Synthetic
537,Where are you really from,No,Microaggression,Biased,Synthetic
538,You don't look like an engineer,No,Microaggression,Biased,Synthetic
539,Where are you really from,No,Microaggression,Biased,Synthetic
540,You speak good English,No,Microaggression,Biased,Synthetic
541,Where are you really from,No,Microaggression,Biased,Synthetic
542,You speak good English,No,Microaggression,Biased,Synthetic
543,You don't look like an engineer,No,Microaggression,Biased,Synthetic
544,You speak good English,No,Microaggression,Biased,Synthetic
545,Where are you really from,No,Microaggression,Biased,Synthetic
546,You speak good English,No,Microaggression,Biased,Synthetic
547,Where are you really from,No,Microaggression,Biased,Synthetic
548,Where are you really from,No,Microaggression,Biased,Synthetic
549,Where are you really from,No,Microaggression,Biased,Synthetic
550,You speak good English,No,Microaggression,Biased,Synthetic
551,You don't look like an engineer,No,Microaggression,Biased,Synthetic
552,Where are you really from,No,Microaggression,Biased,Synthetic
553,Where are you really from,No,Microaggression,Biased,Synthetic
554,Where are you really from,No,Microaggression,Biased,Synthetic
555,Where are you really from,No,Microaggression,Biased,Synthetic
556,You speak good English,No,Microaggression,Biased,Synthetic
557,You speak good English,No,Microaggression,Biased,Synthetic
558,Where are you really from,No,Microaggression,Biased,Synthetic
559,You speak good English,No,Microaggression,Biased,Synthetic
560,You speak good English,No,Microaggression,Biased,Synthetic
561,You speak good English,No,Microaggression,Biased,Synthetic
562,You don't look like an engineer,No,Microaggression,Biased,Synthetic
563,Where are you really from,No,Microaggression,Biased,Synthetic
564,You speak good English,No,Microaggression,Biased,Synthetic
565,You speak good English,No,Microaggression,Biased,Synthetic
566,You speak good English,No,Microaggression,Biased,Synthetic
567,You don't look like an engineer,No,Microaggression,Biased,Synthetic
568,Where are you really from,No,Microaggression,Biased,Synthetic
569,You don't look like an engineer,No,Microaggression,Biased,Synthetic
570,Where are you really from,No,Microaggression,Biased,Synthetic
571,Where are you really from,No,Microaggression,Biased,Synthetic
572,You don't look like an engineer,No,Microaggression,Biased,Synthetic
573,Where are you really from,No,Microaggression,Biased,Synthetic
574,Where are you really from,No,Microaggression,Biased,Synthetic
575,You don't look like an engineer,No,Microaggression,Biased,Synthetic
576,Where are you really from,No,Microaggression,Biased,Synthetic
577,Where are you really from,No,Microaggression,Biased,Synthetic
578,You don't look like an engineer,No,Microaggression,Biased,Synthetic
579,Where are you really from,No,Microaggression,Biased,Synthetic
580,Where are you really from,No,Microaggression,Biased,Synthetic
581,Where are you really from,No,Microaggression,Biased,Synthetic
582,Where are you really from,No,Microaggression,Biased,Synthetic
583,You speak good English,No,Microaggression,Biased,Synthetic
584,Where are you really from,No,Microaggression,Biased,Synthetic
585,Where are you really from,No,Microaggression,Biased,Synthetic
586,Where are you really from,No,Microaggression,Biased,Synthetic
587,Where are you really from,No,Microaggression,Biased,Synthetic
588,You don't look like an engineer,No,Microaggression,Biased,Synthetic
589,You don't look like an engineer,No,Microaggression,Biased,Synthetic
590,You speak good English,No,Microaggression,Biased,Synthetic
591,Where are you really from,No,Microaggression,Biased,Synthetic
592,You don't look like an engineer,No,Microaggression,Biased,Synthetic
593,You don't look like an engineer,No,Microaggression,Biased,Synthetic
594,You don't look like an engineer,No,Microaggression,Biased,Synthetic
595,You don't look like an engineer,No,Microaggression,Biased,Synthetic
596,Where are you really from,No,Microaggression,Biased,Synthetic
597,Where are you really from,No,Microaggression,Biased,Synthetic
598,You speak good English,No,Microaggression,Biased,Synthetic
599,You don't look like an engineer,No,Microaggression,Biased,Synthetic
600,You speak good English,No,Microaggression,Biased,Synthetic
601,You don't look like an engineer,No,Microaggression,Biased,Synthetic
602,You don't look like an engineer,No,Microaggression,Biased,Synthetic
603,You don't look like an engineer,No,Microaggression,Biased,Synthetic
604,You don't look like an engineer,No,Microaggression,Biased,Synthetic
605,You speak good English,No,Microaggression,Biased,Synthetic
606,You don't look like an engineer,No,Microaggression,Biased,Synthetic
607,You don't look like an engineer,No,Microaggression,Biased,Synthetic
608,Where are you really from,No,Microaggression,Biased,Synthetic
609,Where are you really from,No,Microaggression,Biased,Synthetic
610,Where are you really from,No,Microaggression,Biased,Synthetic
611,You speak good English,No,Microaggression,Biased,Synthetic
612,Where are you really from,No,Microaggression,Biased,Synthetic
613,Where are you really from,No,Microaggression,Biased,Synthetic
614,Where are you really from,No,Microaggression,Biased,Synthetic
615,You speak good English,No,Microaggression,Biased,Synthetic
616,Where are you really from,No,Microaggression,Biased,Synthetic
617,You don't look like an engineer,No,Microaggression,Biased,Synthetic
618,You don't look like an engineer,No,Microaggression,Biased,Synthetic
619,Where are you really from,No,Microaggression,Biased,Synthetic
620,You speak good English,No,Microaggression,Biased,Synthetic
621,You speak good English,No,Microaggression,Biased,Synthetic
622,You speak good English,No,Microaggression,Biased,Synthetic
623,Where are you really from,No,Microaggression,Biased,Synthetic
624,Where are you really from,No,Microaggression,Biased,Synthetic
625,You don't look like an engineer,No,Microaggression,Biased,Synthetic
626,Where are you really from,No,Microaggression,Biased,Synthetic
627,You don't look like an engineer,No,Microaggression,Biased,Synthetic
628,You speak good English,No,Microaggression,Biased,Synthetic
629,You speak good English,No,Microaggression,Biased,Synthetic
630,You don't look like an engineer,No,Microaggression,Biased,Synthetic
631,You speak good English,No,Microaggression,Biased,Synthetic
632,Where are you really from,No,Microaggression,Biased,Synthetic
633,You speak good English,No,Microaggression,Biased,Synthetic
634,Where are you really from,No,Microaggression,Biased,Synthetic
635,Where are you really from,No,Microaggression,Biased,Synthetic
636,You speak good English,No,Microaggression,Biased,Synthetic
637,Where are you really from,No,Microaggression,Biased,Synthetic
638,You don't look like an engineer,No,Microaggression,Biased,Synthetic
639,Where are you really from,No,Microaggression,Biased,Synthetic
640,Where are you really from,No,Microaggression,Biased,Synthetic
641,Where are you really from,No,Microaggression,Biased,Synthetic
642,Where are you really from,No,Microaggression,Biased,Synthetic
643,You speak good English,No,Microaggression,Biased,Synthetic
644,You don't look like an engineer,No,Microaggression,Biased,Synthetic
645,You don't look like an engineer,No,Microaggression,Biased,Synthetic
646,You speak good English,No,Microaggression,Biased,Synthetic
647,You don't look like an engineer,No,Microaggression,Biased,Synthetic
648,You don't look like an engineer,No,Microaggression,Biased,Synthetic
649,You don't look like an engineer,No,Microaggression,Biased,Synthetic
650,You don't look like an engineer,No,Microaggression,Biased,Synthetic
651,You don't look like an engineer,No,Microaggression,Biased,Synthetic
652,You speak good English,No,Microaggression,Biased,Synthetic
653,Where are you really from,No,Microaggression,Biased,Synthetic
654,You don't look like an engineer,No,Microaggression,Biased,Synthetic
655,Where are you really from,No,Microaggression,Biased,Synthetic
656,You don't look like an engineer,No,Microaggression,Biased,Synthetic
657,You speak good English,No,Microaggression,Biased,Synthetic
658,Where are you really from,No,Microaggression,Biased,Synthetic
659,You don't look like an engineer,No,Microaggression,Biased,Synthetic
660,You don't look like an engineer,No,Microaggression,Biased,Synthetic
661,Where are you really from,No,Microaggression,Biased,Synthetic
662,You speak good English,No,Microaggression,Biased,Synthetic
663,You don't look like an engineer,No,Microaggression,Biased,Synthetic
664,You speak good English,No,Microaggression,Biased,Synthetic
665,You speak good English,No,Microaggression,Biased,Synthetic
666,You don't look like an engineer,No,Microaggression,Biased,Synthetic
667,You don't look like an engineer,No,Microaggression,Biased,Synthetic
668,You don't look like an engineer,No,Microaggression,Biased,Synthetic
669,You speak good English,No,Microaggression,Biased,Synthetic
670,Where are you really from,No,Microaggression,Biased,Synthetic
671,You don't look like an engineer,No,Microaggression,Biased,Synthetic
672,You don't look like an engineer,No,Microaggression,Biased,Synthetic
